1680718312420609536,0.03552,-0.07091,0.24055,0.76724,-0.63721,0.06989,0.02067,
1680718312520126464,0.04095,-0.09321,0.27604,0.76919,-0.63366,0.08188,0.01114,
1680718312619644416,0.04493,-0.11753,0.31937,0.76790,-0.63386,0.09240,0.00316,
1680718312719161600,0.04469,-0.14172,0.37037,0.76656,-0.63468,0.09754,-0.00768,
1680718312818679296,0.04864,-0.16767,0.42039,0.76515,-0.63505,0.10516,-0.01401,
1680718312918197504,0.04975,-0.18189,0.46560,0.76326,-0.63694,0.10519,-0.02592,
1680718313117232384,0.05883,-0.20747,0.54406,0.75428,-0.64497,0.11604,-0.04018,
1680718313415785216,0.07441,-0.26033,0.62800,0.75206,-0.64878,0.10946,-0.03894,
1680718313714337280,0.10425,-0.30903,0.69910,0.74797,-0.65364,0.10308,-0.05163,
1680718313813855488,0.10303,-0.33072,0.71794,0.74404,-0.65599,0.11143,-0.06049,
1680718313913372416,0.10510,-0.34403,0.72647,0.74052,-0.65745,0.12410,-0.06308,
1680718314112408320,0.10670,-0.35215,0.75414,0.74096,-0.65319,0.14042,-0.06781,
1680718314311443456,0.10961,-0.36634,0.77226,0.74228,-0.64958,0.14711,-0.07366,
1680718314510478592,0.11881,-0.38621,0.78661,0.73666,-0.65355,0.15003,-0.08768,
1680718314709513472,0.13254,-0.40896,0.79886,0.73210,-0.65458,0.15921,-0.10108,
1680718314908548352,0.15396,-0.42214,0.81358,0.73295,-0.65081,0.16507,-0.10942,
1680718315107583488,0.19207,-0.42184,0.82023,0.73041,-0.65183,0.17034,-0.11229,
1680718315406136576,0.26504,-0.40788,0.82757,0.72693,-0.65453,0.17041,-0.11886,
1680718315704689408,0.33696,-0.37204,0.82797,0.71620,-0.66587,0.17130,-0.11973,
1680718315903724544,0.37079,-0.35010,0.82208,0.70876,-0.67360,0.17264,-0.11881,
1680718316102759424,0.40156,-0.30694,0.82146,0.71059,-0.66910,0.17852,-0.12452,
1680718316301794560,0.42833,-0.25419,0.82574,0.71972,-0.65712,0.18353,-0.12849,
1680718316500830464,0.44345,-0.19548,0.82604,0.71256,-0.66133,0.19293,-0.13298,
1680718316799382528,0.46377,-0.13449,0.81801,0.70295,-0.67000,0.19528,-0.13720,
1680718316998417408,0.49009,-0.09314,0.80787,0.69359,-0.67864,0.19996,-0.13562,
1680718317296970240,0.54925,-0.02309,0.79385,0.68979,-0.68601,0.19221,-0.12897,
1680718317396488448,0.56916,0.00307,0.78928,0.68385,-0.69439,0.18703,-0.12326,
1680718317595523328,0.60908,0.04678,0.78521,0.68048,-0.70216,0.17833,-0.11012,
1680718317695041536,0.62618,0.07066,0.77918,0.67779,-0.70765,0.17064,-0.10346,
1680718317894076416,0.65134,0.11361,0.76671,0.67003,-0.71775,0.16455,-0.09394,
1680718318093111552,0.66610,0.16546,0.75278,0.65972,-0.72924,0.15850,-0.08865,
1680718318590699520,0.68369,0.30315,0.76322,0.65706,-0.73205,0.15445,-0.09232,
1680718319287322624,0.72130,0.45165,0.77190,0.65400,-0.73290,0.16307,-0.09243,
1680718319486357504,0.75303,0.51491,0.77381,0.65521,-0.73506,0.15331,-0.08294,
1680718319685392384,0.78789,0.57671,0.77828,0.65831,-0.73625,0.14077,-0.06883,
1680718319884427264,0.82461,0.62443,0.78214,0.66116,-0.73678,0.12907,-0.05794,
1680718320182980352,0.84842,0.69249,0.78181,0.65983,-0.73995,0.12271,-0.04517,
1680718320481533440,0.84661,0.76774,0.78594,0.66181,-0.74006,0.11185,-0.04256,
1680718320879603456,0.81219,0.86554,0.79340,0.66418,-0.73838,0.11020,-0.03899,
1680718321078638336,0.79030,0.89821,0.79619,0.66316,-0.74035,0.10519,-0.03210,
1680718321277673472,0.77205,0.92542,0.79583,0.66313,-0.74168,0.09716,-0.02703,
1680718321476709376,0.75954,0.95909,0.79296,0.66189,-0.74481,0.08224,-0.02005,
1680718321576226560,0.75502,0.97834,0.79171,0.66496,-0.74280,0.07689,-0.01319,
1680718321775261440,0.74596,1.01673,0.78554,0.66220,-0.74730,0.05418,-0.00991,
1680718321974296320,0.74300,1.05659,0.78303,0.65833,-0.75161,0.04108,-0.00009,
1680718322173332480,0.74458,1.09084,0.77387,0.65049,-0.75864,0.03523,0.00923,
1680718322272849408,0.74244,1.10287,0.76723,0.64655,-0.76218,0.02787,0.01644,
1680718322471884544,0.73936,1.11923,0.75250,0.63588,-0.77125,0.02190,0.01848,
1680718322571402240,0.73753,1.12353,0.74442,0.62962,-0.77651,0.01762,0.01733,
1680718322770437376,0.73130,1.12508,0.73102,0.61808,-0.78587,0.01692,0.01019,
1680718322869955328,0.72741,1.12292,0.72170,0.61182,-0.79082,0.01553,0.00639,
1680718322969472512,0.72264,1.11807,0.71136,0.60487,-0.79620,0.01372,0.00301,
1680718323068990464,0.71853,1.11208,0.70148,0.59804,-0.80130,0.01627,0.00098,
1680718323268025344,0.70909,1.09962,0.68668,0.58916,-0.80784,0.01661,-0.00052,
1680718323467060224,0.70426,1.08654,0.67741,0.58389,-0.81166,0.01681,-0.00300,
1680718323666095616,0.69736,1.07332,0.66904,0.57664,-0.81688,0.01344,-0.00302,
1680718323865131264,0.68740,1.06300,0.66310,0.57145,-0.82060,0.00808,-0.00251,
1680718324064166400,0.67491,1.05544,0.65875,0.56846,-0.82271,0.00142,-0.00223,
1680718324263201536,0.65781,1.04945,0.65738,0.56720,-0.82355,-0.00594,0.00237,
1680718324462236416,0.63662,1.04584,0.65959,0.56828,-0.82265,-0.01348,0.01093,
1680718324661271296,0.61358,1.04417,0.66388,0.57193,-0.81986,-0.01794,0.01989,
1680718324860306432,0.59227,1.03980,0.67006,0.57653,-0.81628,-0.02210,0.02841,
1680718325059341312,0.57375,1.03472,0.67727,0.58250,-0.81165,-0.02649,0.03492,
1680718325258377216,0.55301,1.03115,0.68420,0.58825,-0.80701,-0.03244,0.04069,
1680718325457412608,0.53307,1.02836,0.69240,0.59514,-0.80127,-0.03832,0.04803,
1680718325656447488,0.51784,1.02566,0.69889,0.60058,-0.79655,-0.04067,0.05612,
1680718325955000320,0.50677,1.03413,0.70364,0.59960,-0.79639,-0.04664,0.06380,
1680718326154035456,0.49977,1.05085,0.70902,0.59999,-0.79509,-0.05387,0.07028,
1680718326353070592,0.49549,1.07237,0.71837,0.60550,-0.78966,-0.05765,0.08049,
1680718326552105472,0.49363,1.09328,0.72790,0.61032,-0.78447,-0.05989,0.09238,
1680718326751140352,0.50027,1.11289,0.73480,0.61511,-0.77966,-0.06048,0.10057,
1680718326950176512,0.50736,1.12635,0.74045,0.62227,-0.77298,-0.06114,0.10741,
1680718327248728576,0.50673,1.13110,0.75100,0.62965,-0.76719,-0.06035,0.10639,
1680718327547281408,0.47440,1.10997,0.74250,0.62328,-0.77445,-0.05588,0.09293,
1680718327646799360,0.45958,1.09808,0.73330,0.61768,-0.77963,-0.05533,0.08711,
1680718327746316544,0.44473,1.08740,0.72427,0.61204,-0.78444,-0.05654,0.08287,
1680718327845834496,0.43003,1.07718,0.71607,0.60658,-0.78899,-0.05802,0.07864,
1680718328044869376,0.39896,1.06054,0.70378,0.60041,-0.79402,-0.06084,0.07303,
1680718328243904256,0.36858,1.05030,0.69430,0.59485,-0.79812,-0.06572,0.06955,
1680718328542457344,0.33420,1.04124,0.68231,0.58897,-0.80229,-0.06904,0.06839,
1680718328741492480,0.31386,1.04010,0.67450,0.58203,-0.80631,-0.07577,0.07319,
1680718328841010432,0.30209,1.04491,0.67115,0.57806,-0.80816,-0.08236,0.07714,
1680718328940527360,0.28934,1.05394,0.66864,0.57540,-0.80899,-0.08765,0.08222,
